Latitude,Longtitude,Noise (PLdB)
15,-139,79.96502390860161
15,-138,79.88574866411486
15,-137,79.50036006773234
15,-136,79.32701999481213
15,-135,79.45341091396519
15,-134,79.82341709766933
15,-133,80.21402229663659
15,-132,80.87231573988807
15,-131,80.83443622170165
15,-130,81.0231401279933
15,-129,81.3898045913729
15,-128,81.93485895345214
15,-127,81.63253297654668
15,-126,81.43300203963562
15,-125,82.28908006020514
15,-124,82.69438522603755
15,-123,82.66437490459714
15,-122,82.22317587227538
15,-121,80.38983710521919
15,-120,80.58991912813006
15,-119,82.56419004345119
15,-118,82.87372619274451
15,-117,83.06148653918802
15,-116,83.75058474852192
15,-115,84.26456032276178
15,-114,84.81214685719227
15,-113,84.95525653175008
15,-112,84.78622378313642
15,-111,84.91940478623793
15,-110,84.21746545510352
15,-109,82.8539928284214
15,-108,82.12598866661351
15,-107,82.03765338219951
15,-106,83.79974965723623
15,-105,85.42714107111163
15,-104,86.46633373291431
15,-103,87.19271500385938
15,-102,87.2791318744065
15,-101,87.41953513157968
15,-100,87.46230461865838
15,-99,87.40070881197109
15,-98,87.54413974254521
15,-97,87.57688697952801
15,-96,87.4873460462042
15,-95,87.3926802547185
15,-94,87.49764484182705
15,-93,87.25054289509396
15,-92,87.70308553315326
15,-91,87.98179924933027
15,-90,87.81797339554153
15,-89,88.03310153015431
15,-88,86.6195740962713
15,-87,86.94531779775826
15,-86,85.4593056062482
15,-85,84.11713023074924
15,-84,83.94942397218932
15,-83,82.91705691815835
15,-82,82.0386628726974
15,-81,81.55794102234097
15,-80,81.30758748872523
15,-79,81.70881235022053
15,-78,82.09728237209083
15,-77,82.29727559078037
15,-76,82.13380585238909
15,-75,82.07256225552132
15,-74,82.03394115740738
15,-73,81.70861456234522
15,-72,81.49041351837776
15,-71,81.53848003169321
15,-70,81.58269349743068
15,-69,81.50560715767912
15,-68,82.55388447522772
15,-67,82.64730400457101
15,-66,83.14793706608441
15,-65,83.83485330580113
15,-64,83.28806622274712
15,-63,83.82679115773335
15,-62,84.19107531338503
15,-61,83.99477860187703
15,-60,83.93028758267684
15,-59,83.95925332880171
15,-58,83.97020331491626
15,-57,83.94530630132569
15,-56,83.25648312006341
15,-55,83.32728164821651
15,-54,83.19635878580408
15,-53,81.99305023110324
16,-144,82.01124829743438
16,-143,81.6844568193305
16,-142,81.14463960958571
16,-141,80.2098841326505
16,-140,79.85000872809667
16,-139,79.50536044714178
16,-138,79.58521922729629
16,-137,80.16289949813105
16,-136,79.84108180131206
16,-135,79.48880893229719
16,-134,79.51775877749915
16,-133,79.92265314656916
16,-132,80.18012112708035
16,-131,80.26898432626564
16,-130,80.44062630082786
16,-129,81.43636276855793
16,-128,81.86229632698326
16,-127,81.95509922787167
16,-126,82.29191268752233
16,-125,82.89747338644703
16,-124,83.4750986767474
16,-123,83.27406545467842
16,-122,82.12098435523686
16,-121,81.98711341912036
16,-120,81.12349313338679
16,-119,81.01405954358232
16,-118,82.81721764691304
16,-117,83.5508075840467
16,-116,83.53395711129562
16,-115,82.97398281645607
16,-114,83.37980930415969
16,-113,84.17452853243073
16,-112,84.42591437899532
16,-111,84.97639168273331
16,-110,84.53917476485222
16,-109,83.7043619722347
16,-108,82.36065295529117
16,-107,81.9216485537041
16,-106,84.20871674171181
16,-105,85.61155217645137
16,-104,87.2247441033593
16,-103,87.75999880586212
16,-102,87.87353249832401
16,-101,87.85092359624971
16,-100,87.9395100396366
16,-99,87.60539771825725
16,-98,87.33480463121519
16,-97,87.76094807327463
16,-96,87.6719821632699
16,-95,87.77077075341198
16,-94,87.57396698248411
16,-93,87.89510537392714
16,-92,87.46591777450492
16,-91,87.32396511854569
16,-90,87.40869506180138
16,-89,87.3455774617741
16,-88,86.45339883645366
16,-87,86.70619677942608
16,-86,85.67001263979623
16,-85,85.12181857896199
16,-84,84.7527014042275
16,-83,83.53656935607297
16,-82,82.53458928537367
16,-81,81.64475640630569
16,-80,81.56886007804665
16,-79,82.22320886464294
16,-78,82.67818301647686
16,-77,82.61390169307413
16,-76,82.52551131399457
16,-75,82.60837284308083
16,-74,82.79370524086525
16,-73,82.76780959180434
16,-72,82.29840337346681
16,-71,81.77135642215629
16,-70,81.48925680865574
16,-69,81.23460335057328
16,-68,82.18913363332547
16,-67,81.99481167623125
16,-66,82.75742134642002
16,-65,83.0946301844256
16,-64,83.11112413079007
16,-63,83.30897787111502
16,-62,83.48856809011954
16,-61,82.97792500331471
16,-60,82.84411517246009
16,-59,82.90954398521185
16,-58,82.77136669214518
16,-57,82.84529251308706
16,-56,82.93207779319098
16,-55,82.94572666640099
16,-54,83.00528191222853
16,-53,82.89480028672958
17,-144,80.86421926717543
17,-143,80.91334286541098
17,-142,81.95808624065361
17,-141,82.11340425193126
17,-140,82.33801930850308
17,-139,81.14887616548025
17,-138,80.70465225849485
17,-137,80.35475627649849
17,-136,80.3643400668636
17,-135,80.17399951641693
17,-134,80.10061196723746
17,-133,80.58885376535842
17,-132,79.80430229817857
17,-131,80.14551120622792
17,-130,80.13661287689328
17,-129,81.27472073277733
17,-128,82.39699825741474
17,-127,83.03050887470243
17,-126,83.2897003594145
17,-125,83.2466452086293
17,-124,83.09624005028202
17,-123,82.95036837143289
17,-122,82.5173230340258
17,-121,82.78158746954097
17,-120,82.6034465587657
17,-119,81.52136558612268
17,-118,81.93415130439156
17,-117,83.28952668377849
17,-116,83.61611097519823
17,-115,83.34273090326046
17,-114,83.01876879047894
17,-113,83.78472827737738
17,-112,83.67169008631944
17,-111,84.22162204288264
17,-110,84.01571810275598
17,-109,83.51930939085057
17,-108,82.63964683384202
17,-107,81.6721999843842
17,-106,83.48782500043154
17,-105,85.50175948130229
17,-104,87.30151683318061
17,-103,87.8212767011983
17,-102,87.95894987997815
17,-101,88.05796176730384
17,-100,88.21106216017162
17,-99,88.50204145054775
17,-98,87.91368324801039
17,-97,89.40046927306946
17,-96,88.5528919607763
17,-95,87.55384868615987
17,-94,87.98739180205146
17,-93,87.94700641193607
17,-92,88.09935754863938
17,-91,87.49378136226179
17,-90,87.5950615749631
17,-89,87.59671169557873
17,-88,87.1938684041491
17,-87,87.07207660035242
17,-86,86.13895842279841
17,-85,85.66927867720572
17,-84,85.45341557270986
17,-83,84.83257638748876
17,-82,82.82271085513756
17,-81,82.20628227122712
17,-80,82.37332850647923
17,-79,82.81055490138732
17,-78,83.40877644572305
17,-77,83.35862155907147
17,-76,83.07526791757698
17,-75,83.1066537440866
17,-74,83.22101078256772
17,-73,83.31069778983428
17,-72,82.15463617731511
17,-71,80.74959565534874
17,-70,81.76978511627286
17,-69,82.7714075350551
17,-68,82.57041346374938
17,-67,81.68751731403886
17,-66,81.86286109614497
17,-65,81.97327095041058
17,-64,82.43806177135961
17,-63,83.57907859147846
17,-62,83.28386098571225
17,-61,82.63921412047702
17,-60,82.16876047042992
17,-59,81.91366995109642
17,-58,81.78925528981841
17,-57,81.68810244389803
17,-56,82.05454418060901
17,-55,82.36273391264925
17,-54,82.57850947552512
17,-53,82.82108694346317
18,-144,81.95730182543099
18,-143,82.3175745015502
18,-142,82.50307839697356
18,-141,81.74138194448015
18,-140,82.29548316867283
18,-139,83.06813961910146
18,-138,81.67308220211362
18,-137,80.75400735021077
18,-136,80.68844809922876
18,-135,80.5748225567423
18,-134,80.20346054174493
18,-133,80.3506393995847
18,-132,79.51261125570906
18,-131,80.0983331857188
18,-130,79.73054747606008
18,-129,81.7118733319985
18,-128,82.97675029445168
18,-127,83.44443163084517
18,-126,83.52374374608505
18,-125,83.57369223120814
18,-124,83.6542197672394
18,-123,83.8943850072538
18,-122,83.92999333704793
18,-121,84.26618389672505
18,-120,83.2163330908053
18,-119,81.62793711211118
18,-118,81.40880870480916
18,-117,82.39207619043988
18,-116,83.25718797257235
18,-115,83.67121634058715
18,-114,83.73503197870093
18,-113,83.66403376646576
18,-112,83.1828164705703
18,-111,83.46950520967437
18,-110,83.82782660036389
18,-109,83.21550488969918
18,-108,82.81651658233906
18,-107,81.9320937983446
18,-106,82.62410329949911
18,-105,85.18981052263607
18,-104,87.58966390960545
18,-103,88.20257974464604
18,-102,88.16607389107085
18,-101,88.80127822959366
18,-100,88.185919925841
18,-99,88.30871556470733
18,-98,88.34796267026388
18,-97,87.92572860928962
18,-96,87.43928711422893
18,-95,87.58924039120706
18,-94,87.36722633408787
18,-93,87.27987917842147
18,-92,87.46065449512723
18,-91,87.5321175431678
18,-90,87.63387195260421
18,-89,87.40018542132276
18,-88,87.60253728982636
18,-87,86.81827131422021
18,-86,86.01020033795305
18,-85,85.59123888024854
18,-84,85.29723273861869
18,-83,85.20668008119617
18,-82,83.40064375814362
18,-81,82.16722128957446
18,-80,82.40695638726118
18,-79,82.95489086224875
18,-78,83.42772640501181
18,-77,83.7471721332798
18,-76,84.08579633058409
18,-75,84.11938925515453
18,-74,84.09598969670813
18,-73,84.39943051302548
18,-72,83.66157482888033
18,-71,81.50310524736011
18,-70,82.44963378592183
18,-69,83.63837482424442
18,-68,84.26139502941798
18,-67,82.92356918052451
18,-66,82.18896676115634
18,-65,81.82392211963548
18,-64,81.99838443830508
18,-63,82.60368789510056
18,-62,82.2340875817531
18,-61,81.60447106406731
18,-60,81.68818601848139
18,-59,82.20322655865843
18,-58,82.3360199313365
18,-57,82.24414515787811
18,-56,81.97396978599085
18,-55,81.53754648938965
18,-54,81.3640085144883
18,-53,81.62098031198175
19,-144,81.25840352407664
19,-143,82.19811335099192
19,-142,82.23787819684023
19,-141,81.93260440479331
19,-140,82.64669881861631
19,-139,81.81461723332319
19,-138,82.80331902093582
19,-137,81.05090119562959
19,-136,80.90659127851688
19,-135,80.96951465378848
19,-134,80.37311606168447
19,-133,80.02143670428185
19,-132,79.7174991156592
19,-131,79.7811342418172
19,-130,80.35925129192407
19,-129,81.73146688364201
19,-128,82.75096760751197
19,-127,83.23361515022104
19,-126,83.95876157212254
19,-125,83.63332092809682
19,-124,83.61875469622677
19,-123,84.18259515964078
19,-122,84.12966246977174
19,-121,84.06079931205302
19,-120,84.23658714352848
19,-119,83.61531203439102
19,-118,82.19192127724273
19,-117,81.82606942761622
19,-116,82.23503753215746
19,-115,82.6178394565563
19,-114,82.95574124974249
19,-113,82.80989524311084
19,-112,82.60328081481549
19,-111,82.71667177749868
19,-110,82.66450077971432
19,-109,82.98559078333133
19,-108,82.89322254728305
19,-107,82.90377893183745
19,-106,82.18615669861639
19,-105,84.0496650920972
19,-104,87.68721789586876
19,-103,88.30216399605412
19,-102,88.00198527323585
19,-101,88.52514249698088
19,-100,89.0230206082795
19,-99,89.09505264260162
19,-98,89.2727787557987
19,-97,88.1439204599474
19,-96,87.49209284444562
19,-95,87.29941128863521
19,-94,87.41003317735937
19,-93,87.51918929366062
19,-92,87.51525849969651
19,-91,87.36924801131765
19,-90,87.56930612508461
19,-89,87.67951043586677
19,-88,87.37957971298177
19,-87,86.54750076350332
19,-86,86.0681481737353
19,-85,85.60335285679693
19,-84,85.39073048270706
19,-83,85.00895279106061
19,-82,82.9826163038461
19,-81,82.47008952906563
19,-80,82.44702329021987
19,-79,82.84016530325567
19,-78,83.72595960844939
19,-77,83.90115173400687
19,-76,83.7979948825794
19,-75,84.62298230213193
19,-74,85.22518668133822
19,-73,85.56572596885256
19,-72,85.15076600579637
19,-71,86.91969187408861
19,-70,82.84314020517118
19,-69,81.74473122846376
19,-68,84.02361229777878
19,-67,84.28042353546175
19,-66,83.34966310523836
19,-65,82.62737446643617
19,-64,81.84644705482356
19,-63,81.63234156093961
19,-62,81.6083858637619
19,-61,81.68933634024978
19,-60,81.6369605713734
19,-59,81.88346873789058
19,-58,82.45432981963432
19,-57,82.52548237392497
19,-56,82.37040405580082
19,-55,82.12199428760667
19,-54,81.79917944148522
19,-53,81.48539961429883
20,-144,81.81577713826785
20,-143,82.21261625109089
20,-142,82.1423180360423
20,-141,81.86652405394902
20,-140,81.70961715001468
20,-139,82.34596041760707
20,-138,82.1594283404616
20,-137,82.55507892891133
20,-136,81.26874032665287
20,-135,80.86987385140819
20,-134,80.34115055500456
20,-133,79.89598594338108
20,-132,79.67708874933045
20,-131,79.85808028140923
20,-130,80.52010251879369
20,-129,81.35311376339877
20,-128,81.81278582752498
20,-127,82.59227532917046
20,-126,83.5101615858969
20,-125,83.58582386121503
20,-124,83.38104037261547
20,-123,83.59008020209475
20,-122,84.33256633899332
20,-121,84.6500975198193
20,-120,84.20932953776762
20,-119,83.36418712198247
20,-118,82.75716053743656
20,-117,82.4250946397018
20,-116,81.90318055621802
20,-115,81.89596296468115
20,-114,81.90872186331629
20,-113,81.77926208629094
20,-112,82.03618002246208
20,-111,82.39603342854419
20,-110,82.64805676992353
20,-109,83.21444975459929
20,-108,83.21148682109731
20,-107,82.46283847503805
20,-106,81.29198191984769
20,-105,83.66109599141572
20,-104,87.0748137991259
20,-103,88.6559806593279
20,-102,88.74383331010344
20,-101,88.85587716024877
20,-100,88.52143511548323
20,-99,89.13902865397061
20,-98,89.07567391142086
20,-97,86.43893219587581
20,-96,87.02996933410202
20,-95,86.75752526087206
20,-94,87.4680329295296
20,-93,87.61444614954048
20,-92,87.57363904045428
20,-91,87.35913916810145
20,-90,87.63496028383345
20,-89,87.62109550187613
20,-88,86.86352458441517
20,-87,86.19655618174622
20,-86,85.90502288729061
20,-85,85.84228828316017
20,-84,85.54999736485222
20,-83,84.30852400928512
20,-82,82.84171552993581
20,-81,83.35899296601622
20,-80,83.40901311340089
20,-79,83.87258438844178
20,-78,84.61160913211185
20,-77,85.4020264983241
20,-76,84.52099917910014
20,-75,84.29177421083969
20,-74,83.74913536213278
20,-73,83.57053752417912
20,-72,82.59806479405098
20,-71,82.71073188413122
20,-70,82.7503462529279
20,-69,82.50994930300705
20,-68,82.76184798355305
20,-67,83.37029418468444
20,-66,83.30235728466789
20,-65,83.32827616397205
20,-64,82.7818906614055
20,-63,82.40636505360573
20,-62,81.97720278518429
20,-61,81.72386952139945
20,-60,81.5030523011386
20,-59,81.70792243357783
20,-58,82.70876678849488
20,-57,82.6075812498997
20,-56,82.36400500347646
20,-55,82.26684590149816
20,-54,81.94204351108021
20,-53,81.03100984699083
21,-144,82.32364586910083
21,-143,82.0899092609113
21,-142,81.56158935085881
21,-141,81.51857091532173
21,-140,81.38892385346904
21,-139,81.83042489995563
21,-138,82.38193601884126
21,-137,83.08679491339512
21,-136,81.87729587021457
21,-135,80.98338075488826
21,-134,80.54307247024923
21,-133,79.89833824411733
21,-132,79.7208568227857
21,-131,80.07233355616884
21,-130,80.39020220543888
21,-129,80.90109065528732
21,-128,81.18077462480096
21,-127,81.71767919592776
21,-126,82.39717273993178
21,-125,83.15188528068661
21,-124,83.362817590764
21,-123,83.1492740824491
21,-122,83.3091117763897
21,-121,83.81503969470832
21,-120,83.83593280570746
21,-119,83.74635755705697
21,-118,83.70275348726044
21,-117,83.19384472105028
21,-116,82.64313160219052
21,-115,82.38420135435237
21,-114,82.31881785330455
21,-113,81.75200036899537
21,-112,81.67305401070007
21,-111,81.98492598258721
21,-110,82.40992559946417
21,-109,83.28962089316127
21,-108,83.63216609556034
21,-107,82.74339729103488
21,-106,81.81798754427658
21,-105,83.55448395763675
21,-104,86.97803412567669
21,-103,88.66782859181286
21,-102,88.6756399238777
21,-101,88.48121099123163
21,-100,88.17814716977618
21,-99,88.01973896423416
21,-98,86.56480344012799
21,-97,86.11311161241252
21,-96,86.2698321626774
21,-95,86.94843045583698
21,-94,87.37579843002462
21,-93,87.77095015647669
21,-92,87.73955785149062
21,-91,87.64282094158101
21,-90,87.64673129704886
21,-89,87.06472885104853
21,-88,86.44403473185136
21,-87,86.17187896836919
21,-86,86.04778428426224
21,-85,85.62044683007346
21,-84,84.86405318414947
21,-83,83.92767585284427
21,-82,83.64243946975792
21,-81,84.10854129876495
21,-80,84.69872541065163
21,-79,84.96303135403102
21,-78,84.88755526778432
21,-77,84.88332245337246
21,-76,84.28915129322196
21,-75,84.27871890977796
21,-74,83.89356861932123
21,-73,83.1203959315676
21,-72,82.5168985697475
21,-71,82.37046042893984
21,-70,82.79936892315419
21,-69,82.81687339164979
21,-68,83.16414254731055
21,-67,83.28410353336211
21,-66,83.2566613170992
21,-65,84.48527299754443
21,-64,84.40143823993887
21,-63,84.08530271402654
21,-62,83.64603494824604
21,-61,82.33910213878423
21,-60,81.6048859951504
21,-59,81.56089427285058
21,-58,82.01470617099538
21,-57,82.59955951076793
21,-56,82.32533697354788
21,-55,81.92782177696623
21,-54,81.282894833586
21,-53,80.66461509916178
22,-144,82.91900403512895
22,-143,82.73002871850663
22,-142,81.81278286958562
22,-141,81.91124838774829
22,-140,81.68332084786348
22,-139,81.70652180769179
22,-138,81.46813187919608
22,-137,82.3809142473556
22,-136,82.99548701743473
22,-135,80.96713484007856
22,-134,80.58244597950151
22,-133,79.97743659305006
22,-132,79.97541824572502
22,-131,80.17349692380054
22,-130,80.47181317962949
22,-129,80.64345019122995
22,-128,80.9012291791511
22,-127,81.31182295111482
22,-126,81.58093016864072
22,-125,81.73010731097736
22,-124,82.40198116202907
22,-123,82.79080112647932
22,-122,82.60611420771684
22,-121,82.64774251721789
22,-120,82.92883711593683
22,-119,83.06772496172378
22,-118,82.89762696179505
22,-117,82.4066329372799
22,-116,82.11329822580305
22,-115,81.79542970574161
22,-114,81.54153439977011
22,-113,81.37305884665892
22,-112,81.17126013029349
22,-111,81.40793314292031
22,-110,82.0363035798821
22,-109,82.55872846687373
22,-108,82.64271394230373
22,-107,84.16040972281041
22,-106,83.7200476132735
22,-105,84.71810320822733
22,-104,88.24802602247141
22,-103,88.91755462488611
22,-102,87.99333706052573
22,-101,88.69077631277837
22,-100,88.05801203596991
22,-99,87.29297412099552
22,-98,86.70070625367435
22,-97,86.9101084397689
22,-96,87.04894160839768
22,-95,87.43035076608192
22,-94,87.613661238768
22,-93,87.6485127427913
22,-92,87.72084815867875
22,-91,87.33345490902926
22,-90,86.92519462811563
22,-89,86.8313079095509
22,-88,86.51741181901812
22,-87,86.2614748690589
22,-86,85.74097191768126
22,-85,85.75353674061233
22,-84,85.62876349783153
22,-83,85.3033722510503
22,-82,85.81607605004103
22,-81,85.01693112813832
22,-80,85.53329086189979
22,-79,85.22454400246006
22,-78,85.12049360281526
22,-77,84.67952604306697
22,-76,83.96503039383516
22,-75,83.24099880276646
22,-74,83.05816163321865
22,-73,82.48180914089889
22,-72,83.2942025222639
22,-71,83.9766093219181
22,-70,83.59628708265004
22,-69,83.45294321901281
22,-68,83.65236413792536
22,-67,83.34166997272627
22,-66,82.76941723510404
22,-65,83.05176347661512
22,-64,84.32019797413852
22,-63,83.45523644613853
22,-62,83.77760685152445
22,-61,84.90432633509442
22,-60,83.2516762670621
22,-59,82.03269827201126
22,-58,82.29382574710752
22,-57,81.9282348304094
22,-56,81.92390466322072
22,-55,81.66802412277394
22,-54,81.51120572786918
22,-53,81.0103962940445
23,-144,82.99755005273984
23,-143,82.22733579024558
23,-142,82.45613339586154
23,-141,82.67497671509963
23,-140,82.05194730407895
23,-139,81.77906099274541
23,-138,81.41496249933871
23,-137,81.6956514480497
23,-136,82.82814233052721
23,-135,81.89668031727608
23,-134,80.66122619938123
23,-133,80.33590943491993
23,-132,80.3557817957894
23,-131,80.29774672719219
23,-130,80.62663138953653
23,-129,80.56633453155703
23,-128,80.63340067859741
23,-127,80.65733315788307
23,-126,80.73687278334154
23,-125,80.89860557223687
23,-124,81.20705559526394
23,-123,81.47910303457661
23,-122,82.15232018203285
23,-121,82.03260977119118
23,-120,81.95056020862725
23,-119,82.04838182309018
23,-118,81.87949384016241
23,-117,81.80555259304344
23,-116,81.51294371142072
23,-115,81.32384455543583
23,-114,80.71017695608133
23,-113,80.30305887821811
23,-112,79.8706555193396
23,-111,79.86391175484731
23,-110,81.72800723179549
23,-109,81.4181986258929
23,-108,83.5615758206466
23,-107,85.58214882623761
23,-106,84.98008194780985
23,-105,85.47053180577845
23,-104,88.29681497527746
23,-103,89.09400750148858
23,-102,88.27916082345062
23,-101,88.11859442225818
23,-100,87.77046979861773
23,-99,86.96297651215014
23,-98,87.20371146879963
23,-97,87.22603185524959
23,-96,87.14510008370213
23,-95,86.98652873628643
23,-94,87.4704110188441
23,-93,87.63819455440922
23,-92,87.57507803453724
23,-91,87.05344343968048
23,-90,87.22550097329594
23,-89,86.96837690411469
23,-88,86.22614602160047
23,-87,86.15684886552835
23,-86,86.47660303642363
23,-85,86.46513516304782
23,-84,86.14388713020614
23,-83,85.83342233211006
23,-82,86.37078868782297
23,-81,86.39539135646666
23,-80,86.56057272468587
23,-79,86.43214409467117
23,-78,86.40071046380547
23,-77,86.40358739526073
23,-76,85.74042094092572
23,-75,84.83285331210251
23,-74,84.13146076278684
23,-73,83.91573209858095
23,-72,84.27088955639832
23,-71,84.99048862503152
23,-70,84.94505034814378
23,-69,85.03788046915113
23,-68,85.07578686453564
23,-67,84.88730349550919
23,-66,84.1402734317384
23,-65,83.67732049209903
23,-64,83.5218223974143
23,-63,83.5782247000836
23,-62,83.60999676737717
23,-61,83.9172470997699
23,-60,84.15606963081161
23,-59,83.81446771034254
23,-58,82.22715346436465
23,-57,82.09541308588152
23,-56,82.28955085603695
23,-55,82.26943581269515
23,-54,82.06245547030912
23,-53,81.60976120740631
24,-144,82.28680932912712
24,-143,82.11895424317999
24,-142,82.61103145605247
24,-141,83.20019265725324
24,-140,82.79813137664931
24,-139,82.0352115146965
24,-138,81.93058496296763
24,-137,81.32348578363707
24,-136,81.71046450448566
24,-135,82.61064826349536
24,-134,80.45990276105277
24,-133,80.80361793813621
24,-132,80.59482251500961
24,-131,80.38387779993127
24,-130,80.54177869950267
24,-129,80.8209749742739
24,-128,80.92722794243716
24,-127,80.93714546828193
24,-126,80.94415794849141
24,-125,80.90945792000744
24,-124,80.6406126090643
24,-123,80.39726376846346
24,-122,80.39219823657196
24,-121,81.50113998504443
24,-120,81.49384818364949
24,-119,81.42942040939033
24,-118,81.44195743220834
24,-117,81.3766923013309
24,-116,81.06957587506139
24,-115,81.0542839805609
24,-114,80.7207601048394
24,-113,79.92361606627136
24,-112,79.23974518095358
24,-111,78.84619754049284
24,-110,78.84567507686099
24,-109,81.94647631945722
24,-108,84.89226800874494
24,-107,86.21973947711142
24,-106,87.33607208802519
24,-105,88.35688192106402
24,-104,88.46542060130795
24,-103,87.92378485382011
24,-102,86.79722978293962
24,-101,86.77969784118875
24,-100,87.13963941562355
24,-99,86.0350923074278
24,-98,87.00226135148114
24,-97,86.9304725991311
24,-96,87.5003731817317
24,-95,87.03081544500004
24,-94,87.20089479411676
24,-93,87.39938728827985
24,-92,87.45702906906048
24,-91,87.21626665896696
24,-90,87.17864406834076
24,-89,86.56378341343549
24,-88,86.36342361546617
24,-87,86.67618687545564
24,-86,86.66564016177006
24,-85,86.62682702312271
24,-84,86.58046566641858
24,-83,86.60870953193857
